Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.3","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","85.4","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","0","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","16","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.68","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","32","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","84","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","35","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","19","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","4.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","15.6","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","0.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","24.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","0.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","15.6","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1789","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2310","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.32","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.98","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","63.7","E","Estimated value"
"FS","Suite of Food Security Indicators","520","Nauru","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","10920.2","X","Figure from international organizations"
